제주민속박물관,,,,NNP,*,T,*,*,*,*,*,*
하멜상선전시관,,,,NNP,*,T,*,*,*,*,*,*
산방산,,,,NNP,*,T,*,*,*,*,*,*
삼양해수욕장,,,,NNP,*,T,*,*,*,*,*,*
중앙병원,,,,NNP,*,T,*,*,*,*,*,*
북촌돌하르방미술관,,,,NNP,*,T,*,*,*,*,*,*
우도보물섬레져,,,,NNP,*,F,*,*,*,*,*,*
우도현대렌트,,,,NNP,*,F,*,*,*,*,*,*
살핀오름,,,,NNP,*,T,*,*,*,*,*,*
소수산봉(족은물뫼),,,,NNP,*,T,*,*,*,*,*,*
썬플라워의원,,,,NNP,*,T,*,*,*,*,*,*
추자도,,,,NNP,*,F,*,*,*,*,*,*
마라도등대,,,,NNP,*,F,*,*,*,*,*,*
대유ATV수렵사격랜드,,,,NNP,*,F,*,*,*,*,*,*
"검은덕이(검은데기,금덕오름,검은덕오름,今德)",,,,NNP,*,T,*,*,*,*,*,*
우도팔경레져,,,,NNP,*,F,*,*,*,*,*,*
화순리 유채꽃길,,,,NNP,*,T,*,*,*,*,*,*
해비치컨트리클럽제주,,,,NNP,*,F,*,*,*,*,*,*
손지오름,,,,NNP,*,T,*,*,*,*,*,*
조안베어뮤지엄,,,,NNP,*,T,*,*,*,*,*,*
서귀포칠십리시공원,,,,NNP,*,T,*,*,*,*,*,*
성읍목장,,,,NNP,*,T,*,*,*,*,*,*
평수포구,,,,NNP,*,F,*,*,*,*,*,*
돛오름,,,,NNP,*,T,*,*,*,*,*,*
삼의양오름,,,,NNP,*,T,*,*,*,*,*,*
제주4.3평화공원,,,,NNP,*,T,*,*,*,*,*,*
성읍녹차마을,,,,NNP,*,T,*,*,*,*,*,*
성불오름,,,,NNP,*,T,*,*,*,*,*,*
제주올레 20코스,,,,NNP,*,F,*,*,*,*,*,*
제주컨트리클럽,,,,NNP,*,T,*,*,*,*,*,*
평화통일 불사리탑,,,,NNP,*,T,*,*,*,*,*,*
"더럭초등학교(구, 더럭분교)",,,,NNP,*,T,*,*,*,*,*,*
가마오름,,,,NNP,*,T,*,*,*,*,*,*
월대천,,,,NNP,*,T,*,*,*,*,*,*
중엄리새물,,,,NNP,*,T,*,*,*,*,*,*
차귀도 자구내포구,,,,NNP,*,F,*,*,*,*,*,*
보물섬하이킹,,,,NNP,*,T,*,*,*,*,*,*
부소악 (부소오름),,,,NNP,*,T,*,*,*,*,*,*
이중섭거주지,,,,NNP,*,F,*,*,*,*,*,*
일출랜드,,,,NNP,*,F,*,*,*,*,*,*
한담해변,,,,NNP,*,T,*,*,*,*,*,*
월산봉,,,,NNP,*,T,*,*,*,*,*,*
파군봉(바굼지오름),,,,NNP,*,T,*,*,*,*,*,*
성읍승마장,,,,NNP,*,T,*,*,*,*,*,*
위미리 동백나무군락,,,,NNP,*,T,*,*,*,*,*,*
마오름(한경),,,,NNP,*,T,*,*,*,*,*,*
엉또폭포,,,,NNP,*,F,*,*,*,*,*,*
알작지해변,,,,NNP,*,T,*,*,*,*,*,*
온평리 포구,,,,NNP,*,F,*,*,*,*,*,*
민오름(구좌읍),,,,NNP,*,T,*,*,*,*,*,*
선운정사,,,,NNP,*,F,*,*,*,*,*,*
웃세오름(누운오름),,,,NNP,*,T,*,*,*,*,*,*
당오름(한경면),,,,NNP,*,T,*,*,*,*,*,*
수산저수지,,,,NNP,*,F,*,*,*,*,*,*
밝은오름 (명월오름),,,,NNP,*,T,*,*,*,*,*,*
걸매생태공원,,,,NNP,*,T,*,*,*,*,*,*
제주교육박물관,,,,NNP,*,T,*,*,*,*,*,*
돌미오름,,,,NNP,*,T,*,*,*,*,*,*
추자연도교,,,,NNP,*,F,*,*,*,*,*,*
드라마월드,,,,NNP,*,F,*,*,*,*,*,*
장생의 숲길,,,,NNP,*,T,*,*,*,*,*,*
전망대(종달리),,,,NNP,*,T,*,*,*,*,*,*
간세공방,,,,NNP,*,T,*,*,*,*,*,*
수월봉,,,,NNP,*,T,*,*,*,*,*,*
금능포구,,,,NNP,*,F,*,*,*,*,*,*
산양곶자왈,,,,NNP,*,T,*,*,*,*,*,*
기독교순례길 4코스(화해의길),,,,NNP,*,T,*,*,*,*,*,*
제주종합경기장,,,,NNP,*,T,*,*,*,*,*,*
제주항일기념관,,,,NNP,*,T,*,*,*,*,*,*
황우럭만화천국사회적협동조합,,,,NNP,*,T,*,*,*,*,*,*
북오름 (鼓岳),,,,NNP,*,T,*,*,*,*,*,*
금덕무환자나무및팽나무군락,,,,NNP,*,T,*,*,*,*,*,*
월정리해안도로,,,,NNP,*,F,*,*,*,*,*,*
제주 더팔팔농장,,,,NNP,*,T,*,*,*,*,*,*
지그리오름 (큰지그리),,,,NNP,*,T,*,*,*,*,*,*
대천이오름,,,,NNP,*,T,*,*,*,*,*,*
왈종미술관,,,,NNP,*,T,*,*,*,*,*,*
문섬(서귀포해양도립공원),,,,NNP,*,T,*,*,*,*,*,*
이레다원캠핑장,,,,NNP,*,T,*,*,*,*,*,*
비치미오름,,,,NNP,*,T,*,*,*,*,*,*
마복이오름,,,,NNP,*,T,*,*,*,*,*,*
우도부릉부릉레져,,,,NNP,*,F,*,*,*,*,*,*
"골머리 (洞山, 笏頭岳, 아흔아홉골)",,,,NNP,*,T,*,*,*,*,*,*
옷 귀마테마타운,,,,NNP,*,T,*,*,*,*,*,*
남두연대,,,,NNP,*,F,*,*,*,*,*,*
중문관광단지,,,,NNP,*,F,*,*,*,*,*,*
김만덕기념관,,,,NNP,*,T,*,*,*,*,*,*
더마카트,,,,NNP,*,F,*,*,*,*,*,*
밝은오름,,,,NNP,*,T,*,*,*,*,*,*
신비의도로카트체험장,,,,NNP,*,T,*,*,*,*,*,*
서귀다원,,,,NNP,*,T,*,*,*,*,*,*
김영수도서관,,,,NNP,*,T,*,*,*,*,*,*
로봇스퀘어,,,,NNP,*,F,*,*,*,*,*,*
용담/용두암 해안도로,,,,NNP,*,F,*,*,*,*,*,*
제주워터월드,,,,NNP,*,F,*,*,*,*,*,*
"미악산 (오름, 쌀오름, 솔오름)",,,,NNP,*,T,*,*,*,*,*,*
밧돌오름,,,,NNP,*,T,*,*,*,*,*,*
북오름,,,,NNP,*,T,*,*,*,*,*,*
초원승마장,,,,NNP,*,T,*,*,*,*,*,*
"알밤(알바매기, 알밤오름)",,,,NNP,*,T,*,*,*,*,*,*
성산·오조 지질트레일,,,,NNP,*,T,*,*,*,*,*,*
답다니탑망대,,,,NNP,*,F,*,*,*,*,*,*
검멀레동굴,,,,NNP,*,T,*,*,*,*,*,*
가새기오름,,,,NNP,*,T,*,*,*,*,*,*
노꼬메족은오름 (小鹿古山),,,,NNP,*,T,*,*,*,*,*,*
연대포구,,,,NNP,*,F,*,*,*,*,*,*
그린크루즈(산방산유람선),,,,NNP,*,T,*,*,*,*,*,*
조랑말체험공원,,,,NNP,*,T,*,*,*,*,*,*
중문단지 축구장,,,,NNP,*,T,*,*,*,*,*,*
조은승마장,,,,NNP,*,T,*,*,*,*,*,*
우도산호해변 홍조단괴 서빈백사,,,,NNP,*,F,*,*,*,*,*,*
연화못,,,,NNP,*,T,*,*,*,*,*,*
약천사,,,,NNP,*,F,*,*,*,*,*,*
제주국제컨벤션센터 icc,,,,NNP,*,T,*,*,*,*,*,*
세미오름(샘이오름),,,,NNP,*,T,*,*,*,*,*,*
제주대학교병원,,,,NNP,*,T,*,*,*,*,*,*
THE WE,,,,NNP,*,T,*,*,*,*,*,*
제주 패러글라이딩 스쿨,,,,NNP,*,T,*,*,*,*,*,*
조천만세동산,,,,NNP,*,T,*,*,*,*,*,*
(주)제주해양레저 투명카약,,,,NNP,*,T,*,*,*,*,*,*
단산(바굼지오름),,,,NNP,*,T,*,*,*,*,*,*
만벵듸 공동장지,,,,NNP,*,F,*,*,*,*,*,*
중문골프장,,,,NNP,*,T,*,*,*,*,*,*
넥슨컴퓨터박물관,,,,NNP,*,T,*,*,*,*,*,*
제주러브랜드,,,,NNP,*,F,*,*,*,*,*,*
오조포구,,,,NNP,*,F,*,*,*,*,*,*
제주올레 7-1코스,,,,NNP,*,F,*,*,*,*,*,*
박물관은 살아있다,,,,NNP,*,F,*,*,*,*,*,*
도두항,,,,NNP,*,T,*,*,*,*,*,*
수월이못,,,,NNP,*,T,*,*,*,*,*,*
반 고흐 인사이드,,,,NNP,*,F,*,*,*,*,*,*
우도등대,,,,NNP,*,F,*,*,*,*,*,*
농업회사법인(주)태반의땅제주,,,,NNP,*,F,*,*,*,*,*,*
해품은체험농장,,,,NNP,*,T,*,*,*,*,*,*
골프탕탕,,,,NNP,*,T,*,*,*,*,*,*
가파도 마라도 정기여객선,,,,NNP,*,T,*,*,*,*,*,*
조천비석거리,,,,NNP,*,F,*,*,*,*,*,*
제주플래티늄카라반,,,,NNP,*,T,*,*,*,*,*,*
우도 비양도,,,,NNP,*,F,*,*,*,*,*,*
두멩이골목,,,,NNP,*,T,*,*,*,*,*,*
용두암해안도로카페거리,,,,NNP,*,F,*,*,*,*,*,*
금능석물원,,,,NNP,*,T,*,*,*,*,*,*
비양도의 비양나무자생지,,,,NNP,*,F,*,*,*,*,*,*
제주옹기굴제,,,,NNP,*,F,*,*,*,*,*,*
자구네포구,,,,NNP,*,F,*,*,*,*,*,*
걸매축구장,,,,NNP,*,T,*,*,*,*,*,*
산방산 수국,,,,NNP,*,T,*,*,*,*,*,*
김녕금속공예벽화마을,,,,NNP,*,T,*,*,*,*,*,*
성굽길,,,,NNP,*,T,*,*,*,*,*,*
함덕야영장,,,,NNP,*,T,*,*,*,*,*,*
건강과성박물관,,,,NNP,*,T,*,*,*,*,*,*
방주교회,,,,NNP,*,F,*,*,*,*,*,*
김경숙해바라기농장,,,,NNP,*,T,*,*,*,*,*,*
용수항,,,,NNP,*,T,*,*,*,*,*,*
시크릿가든촬영지,,,,NNP,*,F,*,*,*,*,*,*
서부두명품횟집거리,,,,NNP,*,F,*,*,*,*,*,*
올레여행자센터,,,,NNP,*,F,*,*,*,*,*,*
상효원,,,,NNP,*,T,*,*,*,*,*,*
하모씨워킹,,,,NNP,*,T,*,*,*,*,*,*
동복환해장성,,,,NNP,*,T,*,*,*,*,*,*
장전리 벚꽃축제길,,,,NNP,*,T,*,*,*,*,*,*
아라리오뮤지엄탑동시네마,,,,NNP,*,F,*,*,*,*,*,*
산방산 랜드,,,,NNP,*,F,*,*,*,*,*,*
남원종합경기장,,,,NNP,*,T,*,*,*,*,*,*
아쿠아플라넷 제주,,,,NNP,*,F,*,*,*,*,*,*
새연교,,,,NNP,*,F,*,*,*,*,*,*
제주하늘을날다(패러글라이딩),,,,NNP,*,T,*,*,*,*,*,*
오설록티뮤지엄,,,,NNP,*,T,*,*,*,*,*,*
서귀포 궁도장(천지정),,,,NNP,*,T,*,*,*,*,*,*
세화해변,,,,NNP,*,T,*,*,*,*,*,*
큰사슴이오름,,,,NNP,*,T,*,*,*,*,*,*
도리미오름,,,,NNP,*,T,*,*,*,*,*,*
모슬포항,,,,NNP,*,T,*,*,*,*,*,*
송계순집터,,,,NNP,*,F,*,*,*,*,*,*
김녕해수욕장야영장,,,,NNP,*,T,*,*,*,*,*,*
체오름,,,,NNP,*,T,*,*,*,*,*,*
비양봉,,,,NNP,*,T,*,*,*,*,*,*
"무악(개오름,오름,무오름)",,,,NNP,*,T,*,*,*,*,*,*
에버리스 골프리조트,,,,NNP,*,F,*,*,*,*,*,*
"자배봉(자배오름,망오름)",,,,NNP,*,T,*,*,*,*,*,*
"당산봉(당오름,차귀오름)",,,,NNP,*,T,*,*,*,*,*,*
발이오름,,,,NNP,*,T,*,*,*,*,*,*
아끈다랑쉬,,,,NNP,*,F,*,*,*,*,*,*
"돈두미오름(돈도름,돈대미)",,,,NNP,*,T,*,*,*,*,*,*
신대산전망대,,,,NNP,*,F,*,*,*,*,*,*
동굴의 다원 다희연[리모델링중],,,,NNP,*,T,*,*,*,*,*,*
맬튼개 갯담,,,,NNP,*,T,*,*,*,*,*,*
도두봉,,,,NNP,*,T,*,*,*,*,*,*
하귀해안도로,,,,NNP,*,F,*,*,*,*,*,*
제주바다체험장,,,,NNP,*,T,*,*,*,*,*,*
하고수동해변,,,,NNP,*,T,*,*,*,*,*,*
중문미로파크,,,,NNP,*,F,*,*,*,*,*,*
우도해운 / 우도 가는 배,,,,NNP,*,F,*,*,*,*,*,*
라온승마클럽,,,,NNP,*,T,*,*,*,*,*,*
마라도(마라해양도립공원),,,,NNP,*,T,*,*,*,*,*,*
퍼시픽 리솜 요트투어 샹그릴라,,,,NNP,*,F,*,*,*,*,*,*
제주힐링명상센터,,,,NNP,*,F,*,*,*,*,*,*
월평포구,,,,NNP,*,F,*,*,*,*,*,*
삼바 두 브라질,,,,NNP,*,T,*,*,*,*,*,*
제주랜드ATV,,,,NNP,*,T,*,*,*,*,*,*
아날로그감귤밭,,,,NNP,*,T,*,*,*,*,*,*
용머리해안,,,,NNP,*,T,*,*,*,*,*,*
걸시오름,,,,NNP,*,T,*,*,*,*,*,*
사계해변,,,,NNP,*,T,*,*,*,*,*,*
올레캠프 본점 알파캠프,,,,NNP,*,F,*,*,*,*,*,*
상여오름,,,,NNP,*,T,*,*,*,*,*,*
스프링데일CC,,,,NNP,*,T,*,*,*,*,*,*
우도박물관,,,,NNP,*,T,*,*,*,*,*,*
노을승마장,,,,NNP,*,T,*,*,*,*,*,*
수목원테마파크,,,,NNP,*,F,*,*,*,*,*,*
바람모루,,,,NNP,*,F,*,*,*,*,*,*
설오름(서리오름),,,,NNP,*,T,*,*,*,*,*,*
성진이오름(개오름),,,,NNP,*,T,*,*,*,*,*,*
한라생태숲,,,,NNP,*,T,*,*,*,*,*,*
대정해변(하모해변),,,,NNP,*,T,*,*,*,*,*,*
돔베낭골,,,,NNP,*,T,*,*,*,*,*,*
더데오름(가가악),,,,NNP,*,T,*,*,*,*,*,*
톨칸이,,,,NNP,*,F,*,*,*,*,*,*
산천단,,,,NNP,*,T,*,*,*,*,*,*
형제해안로전망대,,,,NNP,*,F,*,*,*,*,*,*
형제섬,,,,NNP,*,T,*,*,*,*,*,*
돈내코,,,,NNP,*,F,*,*,*,*,*,*
세미오름(삼의양오름),,,,NNP,*,T,*,*,*,*,*,*
단산과 방사탑,,,,NNP,*,T,*,*,*,*,*,*
마라도성당,,,,NNP,*,T,*,*,*,*,*,*
오백나한,,,,NNP,*,T,*,*,*,*,*,*
사려니오름,,,,NNP,*,T,*,*,*,*,*,*
고산일과해안도로,,,,NNP,*,F,*,*,*,*,*,*
민오름(봉개동),,,,NNP,*,T,*,*,*,*,*,*
추사 유배길 - 1코스 집념의 길,,,,NNP,*,T,*,*,*,*,*,*
저지 예술인 마을,,,,NNP,*,T,*,*,*,*,*,*
한국병원,,,,NNP,*,T,*,*,*,*,*,*
이랜드뮤지엄,,,,NNP,*,T,*,*,*,*,*,*
납읍난대림 금산공원,,,,NNP,*,T,*,*,*,*,*,*
대록산(큰사슴이),,,,NNP,*,T,*,*,*,*,*,*
동계 정온 유허비,,,,NNP,*,F,*,*,*,*,*,*
삼의봉,,,,NNP,*,T,*,*,*,*,*,*
영천악(영천오름),,,,NNP,*,T,*,*,*,*,*,*
황금굴(한림공원),,,,NNP,*,T,*,*,*,*,*,*
익스트림제주카약올레,,,,NNP,*,F,*,*,*,*,*,*
정물오름,,,,NNP,*,T,*,*,*,*,*,*
당오름,,,,NNP,*,T,*,*,*,*,*,*
"대수산봉(큰물뫼,물미오름)",,,,NNP,*,T,*,*,*,*,*,*
세화해안도로,,,,NNP,*,F,*,*,*,*,*,*
용연,,,,NNP,*,T,*,*,*,*,*,*
원수악,,,,NNP,*,T,*,*,*,*,*,*
천주교길 정난주길(고통의길),,,,NNP,*,T,*,*,*,*,*,*
돔배오름,,,,NNP,*,T,*,*,*,*,*,*
그리스신화박물관 / 트릭아이미술관,,,,NNP,*,T,*,*,*,*,*,*
"보롬이(하논, 화구구)",,,,NNP,*,T,*,*,*,*,*,*
화순금모래해수욕장,,,,NNP,*,T,*,*,*,*,*,*
쇠머리오름(우도봉),,,,NNP,*,T,*,*,*,*,*,*
광치기해변,,,,NNP,*,T,*,*,*,*,*,*
허브동산 미디어 파사드 (media facade),,,,NNP,*,T,*,*,*,*,*,*
렛츠런팜 양귀비꽃,,,,NNP,*,T,*,*,*,*,*,*
알뜨르비행장,,,,NNP,*,T,*,*,*,*,*,*
한라산어리목코스,,,,NNP,*,F,*,*,*,*,*,*
제주성지,,,,NNP,*,F,*,*,*,*,*,*
전쟁평화박물관,,,,NNP,*,T,*,*,*,*,*,*
말이달리는밤에,,,,NNP,*,F,*,*,*,*,*,*
해맞이해안로,,,,NNP,*,F,*,*,*,*,*,*
천지연기정길,,,,NNP,*,T,*,*,*,*,*,*
벨리타,,,,NNP,*,F,*,*,*,*,*,*
민속자연사박물관,,,,NNP,*,T,*,*,*,*,*,*
세화항,,,,NNP,*,T,*,*,*,*,*,*
야몬딱털장,,,,NNP,*,T,*,*,*,*,*,*
누웨마루거리(구 바오젠),,,,NNP,*,T,*,*,*,*,*,*
알진오름(안친오름),,,,NNP,*,T,*,*,*,*,*,*
제주쥬티클럽,,,,NNP,*,T,*,*,*,*,*,*
두맹이골목,,,,NNP,*,T,*,*,*,*,*,*
제주문예회관,,,,NNP,*,T,*,*,*,*,*,*
이중섭미술관,,,,NNP,*,T,*,*,*,*,*,*
돌하르방 캠핑장,,,,NNP,*,T,*,*,*,*,*,*
산지등대,,,,NNP,*,F,*,*,*,*,*,*
새별오름,,,,NNP,*,T,*,*,*,*,*,*
알오름(성산읍),,,,NNP,*,T,*,*,*,*,*,*
상추자마을길,,,,NNP,*,T,*,*,*,*,*,*
머체오름 (마체오름),,,,NNP,*,T,*,*,*,*,*,*
한림해안도로,,,,NNP,*,F,*,*,*,*,*,*
용담레포츠공원,,,,NNP,*,T,*,*,*,*,*,*
토이파크,,,,NNP,*,F,*,*,*,*,*,*
점보빌리지,,,,NNP,*,F,*,*,*,*,*,*
제주 카카오캠핑,,,,NNP,*,T,*,*,*,*,*,*
청아투명카약,,,,NNP,*,T,*,*,*,*,*,*
로즈오닐과 앤티크큐피 전시관,,,,NNP,*,T,*,*,*,*,*,*
신도포구,,,,NNP,*,F,*,*,*,*,*,*
무수천,,,,NNP,*,T,*,*,*,*,*,*
웰컴테마파크,,,,NNP,*,F,*,*,*,*,*,*
베릿네오름,,,,NNP,*,T,*,*,*,*,*,*
수월봉(지질트레일),,,,NNP,*,T,*,*,*,*,*,*
차귀도요트,,,,NNP,*,F,*,*,*,*,*,*
항파두리항몽유적지,,,,NNP,*,F,*,*,*,*,*,*
돈대산산림휴양산책로,,,,NNP,*,F,*,*,*,*,*,*
원당봉,,,,NNP,*,T,*,*,*,*,*,*
방일리공원,,,,NNP,*,T,*,*,*,*,*,*
세리월드 테마파크,,,,NNP,*,F,*,*,*,*,*,*
월령포구,,,,NNP,*,F,*,*,*,*,*,*
돔박이오름 (동박악),,,,NNP,*,T,*,*,*,*,*,*
장미빛축제,,,,NNP,*,F,*,*,*,*,*,*
엉덩물계곡,,,,NNP,*,T,*,*,*,*,*,*
말찻,,,,NNP,*,T,*,*,*,*,*,*
까망고띠,,,,NNP,*,F,*,*,*,*,*,*
제주불교성지 순례길 절로 가는길 - 보시의 길,,,,NNP,*,T,*,*,*,*,*,*
제주올레 2코스,,,,NNP,*,F,*,*,*,*,*,*
방일봉 (방일이동산),,,,NNP,*,T,*,*,*,*,*,*
심헌갤러리,,,,NNP,*,F,*,*,*,*,*,*
각시바우오름,,,,NNP,*,T,*,*,*,*,*,*
"봉아오름(봉개오름,봉아름,붉은오름)",,,,NNP,*,T,*,*,*,*,*,*
가문이오름(감은이오름),,,,NNP,*,T,*,*,*,*,*,*
월나봉(도래오름),,,,NNP,*,T,*,*,*,*,*,*
현사포구,,,,NNP,*,F,*,*,*,*,*,*
번널오름 (벌판악),,,,NNP,*,T,*,*,*,*,*,*
부대악오름,,,,NNP,*,T,*,*,*,*,*,*
제주불교성지 순례길 절로 가는길 - 지계의 길,,,,NNP,*,T,*,*,*,*,*,*
들렁모루 산책길,,,,NNP,*,T,*,*,*,*,*,*
북돌아진오름,,,,NNP,*,T,*,*,*,*,*,*
곽지해수욕장,,,,NNP,*,T,*,*,*,*,*,*
