콘텐츠ID,콘텐츠분류,제목,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,전화번호,성인(개인),성인(단체),청소년(개인),청소년(단체),어린이(개인),어린이(단체),노인(개인),노인(단체),국가유공자,장애인,단체적용인원,관람시간(분),비고
CONT_000000000500566,관광지,제주월드컵경기장,제주월드컵경기장,,제주특별자치도 서귀포시 법환동 914,제주특별자치도 서귀포시 월드컵로 33,33.2472388,126.5092079,,,,,,,,,,,,,,
CONT_000000000500546,관광지,제주돌마을공원,제주돌마을공원,,제주특별자치도 제주시 한림읍 금능리 368-2,제주특별자치도 제주시 한림읍 금능남로 421,33.3537549,126.2536813,772-4007,"6,000",,"3,000",,"3,000",,"6,000",,"6,000","6,000",20,60,연중무휴 / 고등학생부터는 성인요금 적용 / 주차요금 무료
CONT_000000000500392,관광지,시민축구장,시민축구장,,제주특별자치도 서귀포시 토평동 1128-1,제주특별자치도 서귀포시 토평남로 47-13,33.2617646,126.5893096,,,,,,,,,,,,,,
CONT_000000000500297,관광지,삼매봉,삼매봉,,제주특별자치도 서귀포시 서홍동 819,제주특별자치도 서귀포시 남성로115번길 83,33.2639577,126.5507293,,,,,,,,,,,,,,
CONT_000000000500299,관광지,삼사석,삼사석,,제주특별자치도 제주시 화북1동 1380-1,제주특별자치도 제주시 화북1동 1380-1,33.521027,126.5741,,,,,,,,,,,,,,
CONT_000000000500413,관광지,안돌오름,안돌오름,,제주특별자치도 제주시 구좌읍 송당리 산 66-2,제주특별자치도 제주시 구좌읍 송당리 산 66-2,33.45711281,126.756355,,,,,,,,,,,,,,
CONT_000000000500265,관광지,붉은오름(표선면),붉은오름(표선면),,제주특별자치도 서귀포시 표선면 가시리 산 158,제주특별자치도 서귀포시 표선면 남조로 1487-73,33.39796786,126.6801269,,,,,,,,,,,,,,
CONT_000000000500327,관광지,서귀포자연휴양림,서귀포자연휴양림,,제주특별자치도 서귀포시 대포동 산 1-8,제주특별자치도 서귀포시 1100로 882,33.31167,126.45876,738-4544,"1,000",800,600,500,300,200,무료,무료,,,20,60,"연중무휴, 주차요금 유료, 다자녀 가정 무료"
CONT_000000000500435,관광지,엉알해안,엉알해안,,제주특별자치도 제주시 한경면 고산리 3427-33,제주특별자치도 제주시 한경면 고산리 3427-33,33.29957022,126.1674244,,,,,,,,,,,,,,
CONT_000000000500289,관광지,산세미오름 (삼산이오름),산세미오름 (삼산이오름),,제주특별자치도 제주시 애월읍 고성리 126,제주특별자치도 제주시 애월읍 고성남길 29-11,33.4108019,126.433164,,,,,,,,,,,,,,
CNTS_000000000020301,관광지,클럽나인브릿지,클럽나인브릿지,,제주특별자치도 서귀포시 안덕면 광평리 산 15,제주특별자치도 서귀포시 안덕면 광평로 34-156,33.3420536,126.4046382,,,,,,,,,,,,,,
CONT_000000000500075,관광지,그랑블루호(선상낚시),그랑블루호(선상낚시),,제주특별자치도 서귀포시 남원읍 위미리 1881-2,제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,33.2746809,126.6626636,739-7776,"60,000",,"40,000",,"40,000",,,,,,,60,"운영시간 홈페이지 참조.,  럭셔리 투어 / 선셋 투어 요금 상이"
CNTS_000000000019973,관광지,한라산영실코스,한라산영실코스,,제주특별자치도 서귀포시 하원동 산 1-1,제주특별자치도 서귀포시 영실로 246,33.3402,126.47921,,,,,,,,,,,,,,
CONT_000000000500295,관광지,삼각봉,삼각봉,,제주특별자치도 제주시 해안동 산 220-13,제주특별자치도 제주시 1100로 2070-61,33.3616666,126.5291666,,,,,,,,,,,,,,
CNTS_000000000019656,관광지,거문오름승마체험장,거문오름승마체험장,,제주특별자치도 제주시 조천읍 선흘리 2107-2,제주특별자치도 제주시 조천읍 선흘남4길 264-17,33.4593556,126.7033584,,,,,,,,,,,,,,
CNTS_000000000020084,관광지,홍가시나무길(탐라대),홍가시나무길(탐라대),,제주특별자치도 서귀포시 하원동 산 70,제주특별자치도 서귀포시 1100로 506,33.276367,126.44766,,,,,,,,,,,,,,
CONT_000000000500238,관광지,법정악(법정이),법정악(법정이),,제주특별자치도 서귀포시 영실로 246 영실매표소,제주특별자치도 서귀포시 영실로 246 영실매표소,33.31383,126.46973,,,,,,,,,,,,,,
CONT_000000000500193,관광지,모슬봉 (모슬개오름),모슬봉 (모슬개오름),,제주특별자치도 서귀포시 대정읍 상모리 3540-2,제주특별자치도 서귀포시 대정읍 상모로191번길,33.23837459,126.2580031,,,,,,,,,,,,,,
CONT_000000000500273,관광지,빌레못동굴,빌레못동굴,,제주특별자치도 제주시 애월읍 어음리 1391,제주특별자치도 제주시 애월읍 어음리 1391,33.408165,126.35178,,,,,,,,,,,,,,
CNTS_000000000019999,관광지,제주유람선,제주유람선,,제주특별자치도 제주시 도두일동 2614-5,제주특별자치도 제주시 도공로 2,33.5061061,126.4650426,,,,,,,,,,,,,,
CONT_000000000500304,관광지,삼형제오름,삼형제오름,,제주특별자치도 제주시 애월읍 광령리 4-1,제주특별자치도 제주시 애월읍 평화로 2901-1,33.35831755,126.4522552,,,,,,,,,,,,,,
CONT_000000000500275,관광지,사계해안도로,사계해안도로,,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,33.21973,126.29425,,,,,,,,,,,,,,
CNTS_000000000019095,관광지,참굴비조형물,참굴비조형물,,제주특별자치도 제주시 추자면 묵리 산 131-1,,33.952576,126.30432,,,,,,,,,,,,,,
CONT_000000000500651,관광지,테디베어사파리 테지움,테디베어사파리 테지움,,제주특별자치도 제주시 애월읍 소길리 155-106,제주특별자치도 제주시 애월읍 평화로 2159,33.4194584,126.383518,799-4820 799-1120,"10,500","8,000","9,000","7,000","8,000","6,000",,,,,20,40,"경로,군경 45%할인(관련서류 필수 지참)  복지 할인 관광지 문의, 24개월 미만 무료입장"
CNTS_000000000021251,관광지,"고내봉(고내오름,고니오름,망오름)","고내봉(고내오름,고니오름,망오름)",,제주특별자치도 제주시 애월읍 고내리 산 3-1,제주특별자치도 제주시 애월읍 고내리 산 3-1,33.460022,126.34064,,,,,,,,,,,,,,
CNTS_000000000019100,관광지,예초리포구,예초리포구,,제주특별자치도 제주시 추자면 예초리 200-1,제주특별자치도 제주시 추자면 추자로 753,33.9557594,126.3324318,,,,,,,,,,,,,,
CNTS_000000000019104,관광지,추자도 숭어체험장,추자도 숭어체험장,,제주특별자치도 제주시 추자면 신양리 874-11,제주특별자치도 제주시 추자면 석두리길 4,33.93998,126.32354,,,,,,,,,,,,,,
CONT_000000000500655,관광지,통오름,통오름,,제주특별자치도 서귀포시 성산읍 신산리 1754-1,제주특별자치도 서귀포시 성산읍 신산리 1754-1,33.395042,126.85444,,,,,,,,,,,,,,
CONT_000000000500109,관광지,논짓물,논짓물,,제주특별자치도 서귀포시 하예동,제주특별자치도 서귀포시 하예동,33.237144,126.3893,,,,,,,,,,,,,,
CONT_000000000500382,관광지,송죽사터,송죽사터,,제주특별자치도 서귀포시 대정읍 안성리,제주특별자치도 서귀포시 대정읍 안성리,33.250626,126.27805,,,,,,,,,,,,,,
CONT_000000000500008,관광지,해피맘하우스,해피맘하우스,,제주특별자치도 제주시 애월읍 고내리 448-2,제주특별자치도 제주시 애월읍 애월해안로 306-3,33.4488627,126.3042586,,,,,,,,,,,,,,
CONT_000000000500439,관광지,제주에코승마장(구.제주승마장),제주에코승마장(구.제주승마장),,제주특별자치도 제주시 조천읍 교래리 39-3,제주특별자치도 제주시 조천읍 교래리 39-3번지 (비자림로 1065),33.4276176,126.6665803,,,,,,,,,,,,,,
CNTS_000000000022108,관광지,그랑블루호 선상낚시,그랑블루호 선상낚시,,제주특별자치도 서귀포시 남원읍 위미리 1881-2,제주특별자치도 서귀포시 남원읍 위미중앙로180번길 10,33.274693,126.662605,,,,,,,,,,,,,,
CONT_000000000500376,관광지,송당본향당,송당본향당,,제주특별자치도 제주시 구좌읍 송당리,제주특별자치도 제주시 구좌읍 송당리,33.45618,126.76734,,,,,,,,,,,,,,
CONT_000000000500135,관광지,"대왕산 (왕뫼, 왕메, 왕미)","대왕산 (왕뫼, 왕메, 왕미)",,제주특별자치도 서귀포시 성산읍 수산리 1429,제주특별자치도 서귀포시 성산읍 수산리 1429,33.457447,126.87257,,,,,,,,,,,,,,
CNTS_000000000022040,관광지,제라진 제주오프로드 사파리,제라진 제주오프로드 사파리,,제주특별자치도 제주시 조천읍 선흘리 624-4,제주특별자치도 제주시 조천읍 선교로 33,33.4777041,126.7135515,070-8880-3900,,,,,,,,,,,,,"사전예약　필수 / 다양한 체험프로그램 진행 홈페이지 참조 / 오프로드투어 1인(신장120cm이상) : 39,000"
CNTS_000000000022082,관광지,제주불빛정원 테마파크,제주불빛정원 테마파크,,제주특별자치도 제주시 애월읍 유수암리 1083,제주특별자치도 제주시 애월읍 평화로 2346,33.4222395,126.4092532,,,,,,,,,,,,,,
CONT_000000000500364,관광지,소남머리,소남머리,,제주특별자치도 서귀포시 서귀동 70,제주특별자치도 서귀포시 칠십리로 145,33.2442936,126.5691064,,,,,,,,,,,,,,
CONT_000000000500379,관광지,송악산 진지동굴,송악산 진지동굴,,제주특별자치도 서귀포시 대정읍 상모리,제주특별자치도 서귀포시 대정읍 상모리,33.19995931,126.2932269,,,,,,,,,,,,,,
CONT_000000000500002,관광지,김녕요트투어,김녕요트투어,,제주특별자치도 제주시 구좌읍 김녕리 4212-1,제주특별자치도 제주시 구좌읍 구좌해안로 229-16,33.5582139,126.7373381,782-5271,"60,000",,"60,000",,"40,000",,,,,,,60,다양한 투어 마련. 홈페이지 참조  https://gnytour.com/gny/?pricelist 
CNTS_000000000019463,관광지,제주올레 15-A코스,제주올레 15-A코스,,제주특별자치도 제주시 애월읍 납읍리 2695-5,제주특별자치도 제주시 애월읍 납읍리 2695-5,33.430183,126.319374,,,,,,,,,,,,,,
CNTS_000000000021522,관광지,공천포구,공천포구,,제주특별자치도 서귀포시 남원읍 신례리,제주특별자치도 서귀포시 남원읍 신례리,33.26312,126.64165,,,,,,,,,,,,,,
CNTS_000000000019639,관광지,중문승마공원,중문승마공원,,제주특별자치도 서귀포시 대포동 2270,제주특별자치도 서귀포시 이어도로 244,33.24225,126.44533,,,,,,,,,,,,,,
CNTS_000000000021411,관광지,보목포구,보목포구,,제주특별자치도 서귀포시 보목동 566-3,제주특별자치도 서귀포시 보목포로 46,33.239265,126.606895,,,,,,,,,,,,,,
CONT_000000000500235,관광지,번개과학체험관,번개과학체험관,,제주특별자치도 서귀포시 토평동 1799,제주특별자치도 서귀포시 토평공단로 78-27,33.28972,126.58886,,,,,,,,,,,,,,
CONT_000000000500313,관광지,샘이오름,샘이오름,,제주특별자치도 제주시 조천읍 516로,제주특별자치도 제주시 조천읍 516로,33.473995,126.66965,,,,,,,,,,,,,,
CNTS_200000000008913,관광지,나틸다,나틸다,,제주특별자치도 제주시 아라일동 6093-2,제주특별자치도 제주시 아란5길 31-6,33.4752059,126.5427649,,,,,,,,,,,,,,
CONT_000000000500541,관광지,제주난타,제주난타,,제주특별자치도 제주시 오등동 10-1,제주특별자치도 제주시 선돌목동길 56-26,33.445293,126.54792,723-8878,"VIP석 60,000 S석 50,000/A석 40,000",,,,,,,,,,,90,예약 필수. 도민50% 할인/ 소인: 12개월 이상 관람 가능
CNTS_000000000019949,관광지,용연카누클럽,용연카누클럽,,제주특별자치도 제주시 용담2동 438,제주특별자치도 제주시 용담2동 438,33.5156,126.5140267,,,,,,,,,,,,,,
CNTS_000000000019956,관광지,케이제주씨워킹,케이제주씨워킹,,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 최남단해안로 120,33.2100551,126.2585746,,,,,,,,,,,,,,
CONT_000000000500237,관광지,범섬,범섬,,제주특별자치도 서귀포시 법환동,제주특별자치도 서귀포시 법환동,33.218575,126.517075,,,,,,,,,,,,,,
CNTS_000000000021240,관광지,1100고지습지,1100고지습지,,제주특별자치도 서귀포시 색달동 산 1-2,제주특별자치도 서귀포시 색달동 산 1-2,33.3575,126.46292,,,,,,,,,,,,,,
CNTS_000000000021433,관광지,천주교 순례길 - 김대건길,천주교 순례길 - 김대건길,,제주특별자치도 제주시 한경면 고산리 2858-2,제주특별자치도 제주시 한경면 고산로 6-3,33.301857,126.1801,,,,,,,,,,,,,,
CNTS_000000000021184,관광지,북촌환해장성,북촌환해장성,,제주특별자치도 제주시 조천읍 북촌리,제주특별자치도 제주시 조천읍 북촌리,33.536594,126.69666,,,,,,,,,,,,,,
CNTS_000000000019530,관광지,박수기정,박수기정,,제주특별자치도 서귀포시 안덕면 감산리 1010,제주특별자치도 서귀포시 안덕면 난드르로 90-25,33.2371317,126.358753,,,,,,,,,,,,,,
CONT_000000000500409,관광지,아프리카박물관,아프리카박물관,,제주특별자치도 서귀포시 대포동 1833,제주특별자치도 서귀포시 이어도로 49,33.23984,126.429146,738-6565　,"10,000","9,000","9,000","8,000","8,000","7,000",,,,,20,60,연중무휴/도민은 단체 요금 동일 적용/36개월 미만 무료 학생 단체일 경우에는 관광지 별도 전화문의必
CNTS_200000000007916,관광지,핸즈웍스,핸즈웍스,,제주특별자치도 제주시 한림읍 귀덕리 756,제주특별자치도 제주시 한림읍 귀덕로 78,33.4376238,126.2970018,,,,,,,,,,,,,,
CNTS_000000000019448,관광지,귀덕연대,귀덕연대,,제주특별자치도 제주시 한림읍 귀덕리 1118,제주특별자치도 제주시 한림읍 귀덕14길 14-5,33.4421307,126.2934016,,,,,,,,,,,,,,
CONT_000000000500191,관광지,모라이,모라이,,제주특별자치도 서귀포시 산록남로 (색달동),제주특별자치도 서귀포시 산록남로 (색달동),33.30114,126.4141,,,,,,,,,,,,,,
CNTS_000000000021434,관광지,천주교 순례길 - 김기량길,천주교 순례길 - 김기량길,,제주특별자치도 제주시 조천읍 조천리 3192-1,제주특별자치도 제주시 조천읍 조천2길 19,33.532906,126.63163,,,,,,,,,,,,,,
CNTS_000000000019475,관광지,제주레이크힐스컨트리클럽,제주레이크힐스컨트리클럽,,제주특별자치도 서귀포시 중문동 산 5,제주특별자치도 서귀포시 산록남로 1391 (중문동),33.306812,126.43271,,,,,,,,,,,,,,
CONT_000000000500627,관광지,최영장군사당,최영장군사당,,제주특별자치도 제주시 추자면 대서리 368-1,제주특별자치도 제주시 추자면 대서3길 10,33.964085,126.295525,,,,,,,,,,,,,,
CONT_000000000500244,관광지,별방진,별방진,,제주특별자치도 제주시 구좌읍 하도리 3354,제주특별자치도 제주시 구좌읍 하도리 3354,33.52612,126.88438,,,,,,,,,,,,,,
CONT_000000000500122,관광지,다빈치뮤지엄,다빈치뮤지엄,,제주특별자치도 서귀포시 안덕면 상천리 837,제주특별자치도 서귀포시 안덕면 산록남로 788,33.319107,126.38509,,,,,,,,,,,,,,
CNTS_000000000020959,관광지,"저지오름(닥몰오름,새오름)","저지오름(닥몰오름,새오름)",,제주특별자치도 제주시 한경면 저지리 산 51,제주특별자치도 제주시 한경면 저지리 산 51,33.333008,126.25095,,,,,,,,,,,,,,
CNTS_000000000021406,관광지,김녕 월정 지질트레일,김녕 월정 지질트레일,,제주특별자치도 제주시 구좌읍 김녕리 497-1,제주특별자치도 제주시 구좌읍 김녕로 209,33.5562,126.76165,,,,,,,,,,,,,,
CONT_000000000500130,관광지,당오름(안덕면),당오름(안덕면),,제주특별자치도 서귀포시 안덕면 동광리 산 68-1,제주특별자치도 서귀포시 안덕면 동광리 산 68-1,33.332428,126.3365,,,,,,,,,,,,,,
CNTS_000000000000979,관광지,서귀포예술의전당,서귀포예술의전당,,제주특별자치도 서귀포시 서홍동 615,제주특별자치도 서귀포시 태평로 270,33.24523,126.55175,,,,,,,,,,,,,,
CNTS_000000000001510,관광지,제주힐CC,제주힐CC,,제주특별자치도 제주시 용강동 산 5,제주특별자치도 제주시 516로 2596-117,33.4399611,126.6020248,,,,,,,,,,,,,,
CONT_000000000500166,관광지,"들레오름 (月坪峰, 月來岳, 月下岳)","들레오름 (月坪峰, 月來岳, 月下岳)",,제주특별자치도 제주시 월평동 657,제주특별자치도 제주시 첨단동길 89-29,33.4593529,126.5797073,,,,,,,,,,,,,,
CNTS_000000000000982,관광지,큰바리메오름,큰바리메오름,,제주특별자치도 제주시 애월읍 어음리 산 3,제주특별자치도 제주시 애월읍 산록서로 15,33.3659432,126.35644,,,,,,,,,,,,,,
CNTS_000000000018956,관광지,우도올레보트,우도올레보트,,제주특별자치도 제주시 우도면 연평리 2562-1,제주특별자치도 제주시 우도면 연평리 2562-1,33.501495,126.94424,,,,,,,,,,,,,,
CNTS_000000000001195,관광지,카멜리아힐,카멜리아힐,,제주특별자치도 서귀포시 안덕면 상창리 271,제주 서귀포시 안덕면 병악로 166,33.289135,126.37011,792-0088,"9,000","7,000","7,000","6,000","6,000","5,000","7,000","6,000",,"6,000",30,60,연중무휴/도민은 단체요금 적용(신분증 필참) 36개월 이하 무료/8kg 미만 반려동물 입장가능(목줄착용必)
CONT_000000000500308,관광지,새끼오름 (샛기오름),새끼오름 (샛기오름),,제주특별자치도 서귀포시 표선면 번영로,제주특별자치도 서귀포시 표선면 번영로,33.37268,126.79713,,,,,,,,,,,,,,
CONT_000000000500520,관광지,재밋섬파크,재밋섬파크,,제주특별자치도 제주시 삼도2동 108-13,제주특별자치도 제주시 중앙로14길 18,33.5116,126.52267,,,,,,,,,,,,,,
CNTS_000000000001196,관광지,표선해수욕장,표선해수욕장,,제주특별자치도 서귀포시 표선면 표선리,제주특별자치도 서귀포시 표선면 표선리,33.32723069,126.8381014,,,,,,,,,,,,,,
CNTS_000000000020199,관광지,이중섭거리,이중섭거리,,제주특별자치도 서귀포시 서귀동 370-21,제주특별자치도 서귀포시 이중섭로 4-1 (서귀동),33.2476269,126.5641044,,,,,,,,,,,,,,
CONT_000000000500692,관광지,한울랜드,한울랜드,,제주특별자치도 제주시 구좌읍 덕천리 766,제주특별자치도 제주시 구좌읍 동백로 458,33.518837,126.73904,,,,,,,,,,,,,,
CNTS_000000000021404,관광지,숫모르편백나무숲길,숫모르편백나무숲길,,제주특별자치도 제주시 용강동 산 14-1,제주특별자치도 제주시 516로 2596,33.430923,126.595764,,,,,,,,,,,,,,
CONT_000000000500373,관광지,소정방폭포,소정방폭포,,제주특별자치도 서귀포시 동홍동 234-8,제주특별자치도 서귀포시 칠십리로214번길 17-17,33.2450745,126.5774938,,,,,,,,,,,,,,
CONT_000000000500704,관광지,황우지해안 열두굴,황우지해안 열두굴,,제주특별자치도 서귀포시 서홍동 764-1,제주특별자치도 서귀포시 서홍동 764-1,33.23915,126.54786,,,,,,,,,,,,,,
CONT_000000000500597,관광지,족은사슴이오름,족은사슴이오름,,제주특별자치도 서귀포시 표선면 가시리 산 87-24,제주특별자치도 서귀포시 표선면 녹산로 536,33.3988071,126.7063341,,,,,,,,,,,,,,
CONT_000000000500046,관광지,검멀레해변,검멀레해변,,제주특별자치도 제주시 우도면 우도해안길,제주특별자치도 제주시 우도면 우도해안길,33.49698481,126.9686027,,,,,,,,,,,,,,
CNTS_000000000020989,관광지,태흥포구,태흥포구,,제주특별자치도 서귀포시 남원읍 태흥리,제주특별자치도 서귀포시 남원읍 태흥리,33.2868,126.75014,,,,,,,,,,,,,,
CONT_000000000500121,관광지,다려도,다려도,,제주특별자치도 제주시 조천읍 북촌리,제주특별자치도 제주시 조천읍 북촌리,33.555916,126.69623,,,,,,,,,,,,,,
CNTS_000000000020963,관광지,그랑블루 요트투어,그랑블루 요트투어,,제주특별자치도 서귀포시 대포동 2367-1,제주특별자치도 서귀포시 대포로 174,33.238754,126.439644,,,,,,,,,,,,,,
CNTS_000000000022067,관광지,금룡사,금룡사,,제주특별자치도 제주시 구좌읍 김녕리 1145-49,제주특별자치도 제주시 구좌읍 김녕로 148-11,33.5398407,126.746583,,,,,,,,,,,,,,
CNTS_000000000021870,관광지,전농로 서사라문화거리,전농로 서사라문화거리,,제주특별자치도 제주시 삼도2동 1230-4,제주특별자치도 제주시 서사로7길 27,33.506634,126.522415,,,,,,,,,,,,,,
CNTS_000000000020224,관광지,왕이메오름,왕이메오름,,제주특별자치도 서귀포시 안덕면 광평리 산 79,제주특별자치도 서귀포시 안덕면 광평리 산 79,33.340233,126.37479,,,,,,,,,,,,,,
CNTS_000000000022007,관광지,풋감마을 소길리 농어촌체험마을,풋감마을 소길리 농어촌체험마을,,애월읍 소길리 650-1,제주시 애월읍 소길1길 15,33.440056,126.380005,,,,,,,,,,,,,,
CONT_000000000500035,관광지,거믄여해안경승지,거믄여해안경승지,,제주특별자치도 서귀포시 516로,제주특별자치도 서귀포시 516로,33.244373,126.58488,,,,,,,,,,,,,,
CONT_000000000500583,관광지,제주현대미술관,제주현대미술관,,제주특별자치도 제주시 한경면 저지리 2114-63,제주특별자치도 제주시 한경면 저지14길 35,33.34026,126.2663,710-7801,"2,000","1,400","1,000",700,500,300,무료,,,,10,,"매주 월요일, 1월1일, 설날, 추석 당일 휴관/ 6세 이하 무료 사전예약제 / 도민 50%"
CNTS_000000000021529,관광지,제주민속박물관,제주민속박물관,,제주특별자치도 제주시 삼양3동 2505,제주특별자치도 제주시 일주동로 293-1,33.522133,126.57664,,,,,,,,,,,,,,
CNTS_000000000000971,관광지,하멜상선전시관,하멜상선전시관,,제주특별자치도 서귀포시 안덕면 사계리 116-7,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30,33.23343,126.31374,,,,,,,,,,,,,,
CONT_000000000500285,관광지,산방산,산방산,,제주특별자치도 서귀포시 안덕면 사계리 산 16,제주특별자치도 서귀포시 안덕면 사계리 산 16,33.236614,126.31289,,,,,,,,,,,,,,
CONT_000000000500301,관광지,삼양해수욕장,삼양해수욕장,,제주특별자치도 제주시 삼양동,제주특별자치도 제주시 삼양동,33.525845,126.5863,,,,,,,,,,,,,,
CNTS_200000000009473,관광지,중앙병원,중앙병원,,제주특별자치도 제주시 이호이동 22,제주특별자치도 제주시 월랑로 91,33.4920436,126.4713907,,,,,,,,,,,,,,
CONT_000000000500150,관광지,북촌돌하르방미술관,북촌돌하르방미술관,,제주특별자치도 제주시 조천읍 북촌리 976,제주특별자치도 제주시 조천읍 북촌서1길 70,33.5387743,126.6887213,782-0570,"6,000","5,000","4,000","3,000","4,000","3,000",,,,,20,50,연중무휴
